Codigo_Accidente;Formulario;Fecha_Acc;AA_Acc;Codigo_Vehiculo;Clase;Servicio;Modalidad;Vehiculo_Viajaba_Clasificado;Tipo_SITP;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual
10586061;A001518797;07/01/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;SI;SI;;;;SI;;;;;;;;;;
10586062;A001519123;07/01/2023;2023;1;Camioneta;Publico;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10586062;A001519123;07/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10586063;A001519262;06/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586063;A001519262;06/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586064;A001516815;07/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;;SI;;SI;SI;;SI;;;SI;;;;
10586064;A001516815;07/01/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;;;SI;;SI;SI;;SI;;;SI;;;;
10586065;A001519266;07/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10586065;A001519266;07/01/2023;2023;2;Volqueta;Oficial;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10586066;A001519369;08/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10586066;A001519369;08/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10586067;A001519368;07/01/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586067;A001519368;07/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586068;A001519261;05/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10586068;A001519261;05/01/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;SI;SI;;;;;;;;;;;;;;
10586068;A001519261;05/01/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10586069;A001519250;07/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10586069;A001519250;07/01/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10586070;A001519260;04/01/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10586070;A001519260;04/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10586071;A001517470;04/01/2023;2023;1;Tractocamion;Publico;;CARGA;;SI;SI;;;;;;;;;;;;;;;;;;
10586071;A001517470;04/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;SI;;;;;;;;;;;;;;;;;;
10586072;A001519469;09/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586072;A001519469;09/01/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586073;A001518032;04/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10586074;A001519156;03/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10586075;A001519270;08/01/2023;2023;1;Microbus;Publico;;TRANSPORTE DE PASAJEROS;;;;;;;;;;;SI;SI;;;;;;;;;
10586075;A001519270;08/01/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;SI;;;;;;;;;
10586076;A001517163;07/01/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;;SI;;;;;;;;;;;;;
10586077;A001519443;06/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586077;A001519443;06/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586078;A001519190;07/01/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10586079;A001519230;07/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586079;A001519230;07/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586080;A001519362;04/01/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;;;;;;;;;;
10586081;A001519394;07/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10586081;A001519394;07/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10586082;A001514431;06/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586082;A001514431;06/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586083;A001518790;07/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10586084;A001518858;06/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10586084;A001518858;06/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10586085;A001518930;07/01/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;;;;SI;;;;;;;;;;;;
10586085;A001518930;07/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;;;;;;;;;;;
10586086;A001518986;06/01/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10586086;A001518986;06/01/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10586087;A001519292;06/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586087;A001519292;06/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586088;A001518017;05/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10586088;A001518017;05/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10586089;A001518547;06/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;SI;;;;;;;;;;;;;;
10586089;A001518547;06/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10586090;A001517902;09/01/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586090;A001517902;09/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586091;A001519172;06/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;;;;SI;;SI;;SI;;;;;
10586092;A001519102;06/01/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10586092;A001519102;06/01/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10586093;A001519051;08/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10586825;A001519971;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586825;A001519971;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586826;A001517977;28/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10586827;A001520160;29/01/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;SI;;;;;SI;SI;;SI;;SI;;;;;
10586827;A001520160;29/01/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;;;;SI;SI;;SI;;SI;;;;;
10586828;A001520059;28/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10586829;A001520058;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586829;A001520058;29/01/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586830;A001519879;28/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;;;;SI;;;;;;;;;;
10586831;A001520156;28/01/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;SI;;;;;;SI;;SI;;;SI;;;;
10586831;A001520156;28/01/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;;;;;;SI;;SI;;;SI;;;;
10586832;A001519221;27/01/2023;2023;1;Volqueta;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10586832;A001519221;27/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10586833;A001519521;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10586833;A001519521;28/01/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10586834;A001519792;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586834;A001519792;28/01/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586835;A001519285;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10586836;A001519717;28/01/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586836;A001519717;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586837;A001520142;29/01/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586837;A001520142;29/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586838;A001519949;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586838;A001519949;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586839;A001520130;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10586839;A001520130;28/01/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10586840;A001520157;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586840;A001520157;29/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586841;A001519719;27/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10586842;A001520111;28/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10586843;A001519987;30/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;SI;;;;;;;;;;SI;;SI;;SI;;;;;
10586843;A001519987;30/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;SI;;;;;
10586844;A001520065;28/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10586844;A001520065;28/01/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10586845;A001520133;28/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;SI;;;;;;SI;;SI;;;SI;;;;
10586845;A001520133;28/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;SI;;SI;;;SI;;;;
10586846;A001566652;29/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10586846;A001566652;29/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10586847;A001566654;29/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;;SI;SI;;;;;;;;;;;;
10586848;A001520114;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10586848;A001520114;29/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10586849;A001519931;30/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10586849;A001519931;30/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10586850;A001519938;29/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10586850;A001519938;29/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10586851;A001519673;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10586852;A001520060;27/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10586853;A001516793;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10586854;A001519757;27/01/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10586854;A001519757;27/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10586855;A001520018;28/01/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586855;A001520018;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586856;A001520054;27/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10586856;A001520054;27/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10586857;A001519598;29/01/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;SI;;;SI;;;;;;;;;;
10586858;A001520098;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586858;A001520098;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586859;A001520078;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586860;A001520141;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;SI;;;;;;;;;;;;
10586861;A001519794;28/01/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10586861;A001519794;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10586862;A001519085;01/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586863;A001520115;01/02/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;SI;;;;;;;;;SI;;;;;;;;;;
10586863;A001520115;01/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;SI;;;;;;;;;;
10586864;A001566750;01/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;SI;;;;;;;;;;
10586864;A001566750;01/02/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;SI;;;SI;;;;;;;;;;
10586865;A001520140;28/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10586866;A001519110;27/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586866;A001519110;27/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586867;A001519871;27/01/2023;2023;1;Buseta;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10586867;A001519871;27/01/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10586868;A001519478;26/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;;;;;;;;;;
10586869;A001519314;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586870;A001519751;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586870;A001519751;29/01/2023;2023;2;Cuatrimoto;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586871;A001519752;28/01/2023;2023;1;Camioneta;Oficial;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10586872;A001519947;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10586872;A001519947;28/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10586873;A001517211;29/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;;;;;;;;;;
10586874;A001519886;28/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586875;A001520113;30/01/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10586875;A001520113;30/01/2023;2023;2;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10586876;A001519313;29/01/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;SI;;SI;;;;;SI;;SI;;;SI;;;;
10586876;A001519313;29/01/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;SI;;SI;;;SI;;;;
10587665;A001567306;15/02/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;SI;;SI;;;;;;;;;;;;;
10587666;A001567112;17/02/2023;2023;1;Buseta;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;;SI;;;;;;;;;;SI;;;;;;;;;
10587666;A001567112;17/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;;;;;;;;
10587667;A001566817;16/02/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10587667;A001566817;16/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587668;A001566921;07/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587668;A001566921;07/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587669;A001566913;16/02/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;SI;;;;;;;;;SI;;;;;;;;;;
10587669;A001566913;16/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;SI;;;;;;;;;;
10587670;A001567254;16/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587670;A001567254;16/02/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10587671;A001567133;16/02/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10587672;A001567428;16/02/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10587672;A001567428;16/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10587673;A001519925;15/02/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10587673;A001519925;15/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10587674;A001567174;17/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587674;A001567174;17/02/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10587675;A001567441;17/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587675;A001567441;17/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587676;A001567298;15/02/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10587676;A001567298;15/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10587677;A001518054;16/02/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;SI;;;SI;;;;;;;;;;
10587678;A001567635;21/02/2023;2023;1;Microbus;Particular;;TRANSPORTE DE PASAJEROS;;;;;;;;SI;;;;SI;;;;;;;;;
10587679;A001567259;16/02/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;SI;;SI;;;SI;;;;
10587679;A001567259;16/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;SI;;SI;;;SI;;;;
10587679;A001567259;16/02/2023;2023;3;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;SI;;;;SI;;;;;SI;;SI;;;SI;;;;
10587680;A001567379;16/02/2023;2023;1;Automovil;Particular;;LIVIANO;;;SI;;;;SI;SI;;;;;;;;;;;;;
10587680;A001567379;16/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;SI;;;;;;;;;;;;;
10587680;A001567379;16/02/2023;2023;3;Tractocamion;Publico;;CARGA;;;SI;;;;SI;SI;;;;;;;;;;;;;
10587681;A001567401;16/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587681;A001567401;16/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587682;A001567378;15/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587682;A001567378;15/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587683;A001567349;16/02/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;;;;SI;;SI;;;SI;;;;
10587683;A001567349;16/02/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10587683;A001567349;16/02/2023;2023;3;Automovil;Particular;;LIVIANO;;;;;;;;;;;;SI;;SI;;;SI;;;;
10587684;A001567340;16/02/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10587685;A001567016;15/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10587686;A001567010;17/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10587687;A001566906;17/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587687;A001566906;17/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587688;A001519437;15/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10587689;A001567314;17/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587689;A001567314;17/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587690;A001567292;15/02/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10587690;A001567292;15/02/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587691;A001519758;15/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587691;A001519758;15/02/2023;2023;2;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10587692;A001567079;16/02/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;SI;;;;;;;SI;;;SI;;SI;;SI;;;;;
10587692;A001567079;16/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;;SI;;SI;;SI;;;;;
10587693;A001519748;16/02/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10587693;A001519748;16/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10587694;A001567489;17/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587694;A001567489;17/02/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10587695;A001519749;16/02/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10587695;A001519749;16/02/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
